ADD TYG 567,3 25235 725182
ADD GJP 172,4 50080 316911
ADD SYO 611,4 98201 963645
REMOVE BAV 932,8 48306 672550
REMOVE YMR 687,6 61108 195588
ADD TEN 364,6 57901 920621
ADD DXB 853,0 94164 822277
SEARCH SGU 480,8 12032 189372
ADD TMF 399,5 85685 394159
UPDATE WAI JWB 18,1 1694 59576
SEARCH CSQ 285,3 72493 128313
SEARCH CUN 990,4 40621 794016
ADD JLA 685,7 21687 928003
SEARCH SMK 915,1 50395 379876
REMOVE MUW 722,6 5376 879244
ADD RSY 604,9 14442 927276
ADD RYL 812,9 86013 144302
ADD DZO 244,6 50516 399336
REMOVE SEK 578,3 74323 466336
ADD ENU 994,9 73680 272292
REMOVE KGW 133,7 49937 3353
REMOVE PAQ 486,0 4148 222146
ADD FWM 602,9 48 901563
REMOVE WWY 69,8 98055 50653
REMOVE PKH 879,4 63107 897363
REMOVE YHQ 195,2 73290 400099
ADD OWI 583,8 48716 148058
UPDATE PQY JDE 76,8 4835 481128
REMOVE HOR 965,1 95060 124514
SEARCH ZSM 393,6 12748 994824
ADD ORB 709,4 37930 3799
ADD GWL 943,3 93049 420101
REMOVE OMA 621,7 30275 699962
REMOVE WVY 403,9 12399 781682
REMOVE YZZ 953,2 18815 426012
SEARCH LQZ 317,6 26055 19998
REMOVE YOB 1,0 76219 81665
REMOVE UIQ 112,6 92361 19226
ADD FLK 383,2 10766 175711
SEARCH TXO 265,9 24062 119840
UPDATE IBN SPW 20,8 15254 123726
ADD QXD 856,5 72743 452896
SEARCH GAK 674,0 26082 517628
ADD QEU 985,3 32958 515147
UPDATE OWG FDL 30,4 69461 634120
ADD NIU 554,8 59468 738517
UPDATE YYZ PFM 32,8 70748 579018
SEARCH FEA 261,3 98810 609545
REMOVE XZA 270,4 63533 711436
REMOVE GNJ 149,9 21212 645340
ADD DLL 426,5 80327 684068
ADD CFS 419,1 93184 504304
ADD CBG 696,7 24386 470457
SEARCH MRP 625,7 86237 630991
SEARCH PBK 597,4 90737 950584
ADD NQT 949,3 62461 503979
ADD AEA 255,7 91513 936352
SEARCH DYA 688,0 15378 332310
REMOVE SQG 290,7 10998 833187
ADD QFU 362,4 31953 200166
ADD UXD 786,3 38471 186338
SEARCH JAG 408,4 13835 563555
UPDATE FMQ YUZ 38,9 61486 371690
ADD OYO 631,6 81073 294110
ADD RWE 3,2 99531 170511
ADD LHR 196,8 71922 986374
ADD DUU 368,4 61956 360620
REMOVE PIZ 630,0 83951 500294
ADD XQF 369,5 62502 934962
UPDATE ICQ AWL 60,2 54020 881069
ADD FZS 42,7 93860 194013
UPDATE PRS OQX 81,0 61745 352649
UPDATE GSS EWR 89,1 18601 328727
UPDATE MCP DXO 37,5 7774 574381
ADD TBH 98,4 41057 934472
UPDATE GHB DPK 97,5 12597 82390
ADD QLR 227,4 28911 597007
ADD CPU 882,8 47177 44469
ADD QUV 606,7 92665 662768
SEARCH RFK 149,2 38424 203114
UPDATE WQH UMH 14,5 63053 78531
ADD YEC 88,5 85313 298560
SEARCH VFO 935,7 50200 44227
REMOVE VKW 875,3 3249 772862
SEARCH SSP 166,2 71465 248544
REMOVE NCA 932,3 82718 50607
ADD MGM 933,0 11034 748013
ADD LEO 403,6 65683 880491
ADD VVQ 348,5 4123 513968
REMOVE YYI 827,1 87205 580632
REMOVE TIC 633,5 69183 879131
UPDATE CMK ZBO 89,8 32489 600157
REMOVE FUE 996,0 61093 26302
SEARCH APK 64,6 10772 321769
REMOVE KBD 638,2 40222 462977
ADD AUM 209,7 13283 234768
REMOVE INR 245,4 75684 388522
REMOVE UJG 287,2 86000 594308
SEARCH YTE 709,6 83987 391481
ADD ZWK 851,0 18459 479985
SEARCH KVL 172,0 58855 648634
SEARCH PWM 800,8 86095 962426
REMOVE ITW 366,7 81029 945133
UPDATE AJA BJX 47,7 51205 151536
SEARCH FJF 961,2 5977 538490
ADD WDY 795,1 19933 75711
ADD KKS 825,6 26174 591828
UPDATE VFN KEZ 68,2 95630 885595
SEARCH GDU 822,2 12468 883932
UPDATE HTV PAF 78,4 20282 375708
REMOVE MNG 224,9 53691 115277
UPDATE AYE ICD 10,0 3743 678765
ADD EWN 995,8 58071 981875
ADD FQI 520,6 2826 390496
REMOVE OTT 584,0 72103 95938
SEARCH DVL 114,3 85637 366476
ADD MZD 231,3 99749 75069
ADD EZP 865,2 22181 904880
ADD ZSX 181,0 59332 166490
REMOVE VNA 372,9 82571 676859
UPDATE DZR JMJ 22,2 57327 682332
SEARCH XSA 253,5 22224 967015
UPDATE HOA GJW 36,3 89673 489085
SEARCH AMI 504,0 69015 140764
UPDATE WFJ YUN 76,4 49744 749882
ADD AGU 825,2 64718 44705
REMOVE IYM 682,4 54373 537124
REMOVE ZFN 530,2 73024 935085
ADD SNO 829,4 80399 178803
ADD OLW 769,6 70651 171344
SEARCH LXK 796,8 69233 449777
UPDATE NMP WOF 15,6 19178 490808
UPDATE ADT YVA 48,4 79701 90301
ADD BSV 829,1 15156 186680
ADD JQE 86,8 19205 829586
ADD CEW 667,9 46758 665685
ADD OMK 951,4 17655 389218
REMOVE SKE 856,5 50548 731052
SEARCH OGH 465,4 43306 130415
REMOVE XUE 47,0 46914 672121
REMOVE RUJ 62,1 28190 327933
REMOVE SYB 232,3 92765 418134
ADD ATP 262,4 6375 373074
UPDATE VJI LAM 89,9 95317 645317
SEARCH YEZ 113,7 17085 792878
ADD RVE 298,5 30430 980118
ADD XMK 227,0 23802 596359
ADD SOO 95,9 29569 257697
ADD GYK 397,0 78668 231574
REMOVE HRA 260,3 7655 119956
REMOVE WOR 600,0 4707 654690
ADD JWP 857,5 63692 853101
ADD PTJ 223,2 63962 748678
UPDATE TPZ ZMW 96,6 72678 353417
SEARCH HKZ 863,3 403 322617
UPDATE EBK MJR 15,9 57559 958469
SEARCH PBL 323,9 81158 8132
REMOVE LFM 146,8 34403 724309
ADD ZNT 602,2 14203 303714
ADD FFL 738,8 40399 382298
REMOVE KFZ 487,6 23118 167234
ADD VOR 192,9 62161 454244
SEARCH ADE 524,7 33538 113218
UPDATE CWA IEP 6,7 52235 269378
REMOVE NBP 378,7 7333 387164
REMOVE GYZ 988,5 69298 348578
REMOVE SLE 410,2 46431 964215
ADD OWH 634,5 7427 649675
ADD DEH 859,9 8711 632085
ADD MAD 298,5 18352 509882
ADD WHS 450,5 74907 834519
REMOVE HMK 809,8 62625 377067
ADD VBY 235,1 21634 735143
REMOVE GFT 682,7 88079 254511
SEARCH UFS 624,0 81725 602385
REMOVE EXJ 47,3 23846 365716
ADD QBV 500,3 21653 964033
REMOVE BNV 923,8 48070 223448
SEARCH WTZ 325,7 16764 347115
REMOVE TNT 438,9 60713 868958
ADD KJM 704,1 61004 853950
ADD CFF 229,4 42416 73380
SEARCH VMC 943,3 43600 861440
REMOVE NDM 347,2 74575 143748
ADD XUD 82,9 89603 312087
ADD BXT 653,9 4713 671226
ADD XXM 502,8 36787 701190
REMOVE PLR 812,6 61446 10241
UPDATE ENP ZWJ 82,7 11641 387574
REMOVE VBY 522,3 90840 4517
ADD HWX 411,0 479 461326
REMOVE AOL 623,9 18740 532341
ADD TJO 436,6 50596 763894
UPDATE VMO UAV 46,9 86094 654111
UPDATE ITR WZI 39,0 27305 20937
ADD YKT 323,5 92372 522507
SEARCH ZPR 722,1 25034 318685
UPDATE SNM DRX 11,8 84926 211769
ADD JTH 519,7 1288 534450
UPDATE AAV YMH 62,9 38642 472883
SEARCH DBE 737,2 24623 546625
ADD ISY 393,8 38707 62999
REMOVE NJS 317,6 63896 281075
UPDATE FKT DYC 73,8 67542 931884
REMOVE EXP 331,7 29770 510481
UPDATE NUQ HDV 0,7 13166 150315
REMOVE OHS 218,0 39829 161390
REMOVE OSV 470,1 32412 371542
REMOVE YWQ 616,3 60314 20241
SEARCH NMK 192,1 44317 456322
ADD CMZ 307,4 83775 329077
ADD FCY 972,0 32167 360150
UPDATE LAP ECS 3,7 84382 29970
ADD RXO 40,6 37033 371909
REMOVE IMK 784,6 65660 755654
SEARCH NKP 955,9 76852 205273
ADD DHY 392,4 74354 951699
ADD XPT 402,4 39401 729012
UPDATE XZI XBM 22,4 36119 195472
ADD WSP 545,5 89537 149673
REMOVE UQG 897,4 96752 99514
UPDATE OVY PWV 61,8 49036 625959
REMOVE SSR 206,1 59631 971063
UPDATE VOU GNZ 45,9 74618 157614
ADD KAK 986,4 14211 313860
ADD RVS 443,9 92942 666628
UPDATE LTC DPT 21,9 46643 643052
REMOVE VZF 458,2 25086 442389
SEARCH MTO 646,1 56269 616402
ADD INO 487,0 37337 270358
ADD LOE 387,2 25212 838643
ADD SWS 242,0 52400 32358
UPDATE EKF UAY 3,6 67512 635888
ADD OHU 851,2 14928 837814
UPDATE PXN MRK 24,6 8495 830505
ADD WNQ 33,0 34667 419053
ADD BQX 742,6 19569 485884
REMOVE HYM 228,1 22269 553647
ADD XSB 655,1 59024 407201
SEARCH BNG 138,4 86715 228382
UPDATE YEK JUU 31,2 62638 210042
REMOVE ENP 2,2 21887 892543
ADD SWY 895,1 48229 110212
ADD WPV 988,6 56066 487968
ADD QFP 263,6 69655 136596
REMOVE IFY 711,5 30177 494799
ADD ERG 961,1 23774 729579
SEARCH GYJ 207,1 85072 493785
UPDATE DAQ DLX 26,5 45177 68561
UPDATE FHQ WZI 48,7 80896 659384
SEARCH GDL 699,8 40427 850869
ADD PKR 133,2 1177 257843
REMOVE EQX 362,8 71832 273801
REMOVE VQC 600,4 73949 228174
SEARCH YCB 468,8 36636 973782
REMOVE IVK 168,8 5246 191290
REMOVE YRV 757,1 74979 707964
REMOVE SSG 330,0 79680 378575
UPDATE ZII BBU 64,7 91018 983508
ADD ILB 223,4 10494 86915
SEARCH WYX 417,6 67540 244783
REMOVE LEN 990,1 55790 75061
REMOVE PEB 139,5 55307 873865
REMOVE CSK 55,8 75910 642493
UPDATE RZK SLQ 14,0 42242 910184
REMOVE HBH 519,6 28191 391945
ADD RUY 260,9 81856 842571
ADD FQP 977,8 58465 431772
ADD YQH 513,0 6042 36835
SEARCH PEH 453,0 26842 856810
REMOVE LTI 88,7 99986 973154
REMOVE TEV 270,5 8027 828672
ADD IZO 733,7 74450 51871
REMOVE BWI 739,0 3934 786348
ADD CMP 565,6 62827 781987
SEARCH MYN 118,6 16362 8946
ADD URN 525,7 71874 634546
REMOVE LDS 684,8 58534 108183
REMOVE LOC 457,5 80089 504696
ADD CYL 655,0 24611 882351
REMOVE SUW 446,6 73671 219008
REMOVE UFS 642,6 63082 939933
REMOVE SKT 384,5 75929 248648
ADD XPB 715,4 19664 4142
ADD VCU 488,9 97130 260914
REMOVE VBX 432,7 7615 113872
ADD NVA 794,3 88646 456117
SEARCH KTU 757,6 15956 519396
ADD SFO 88,9 78854 716719
ADD NOL 38,4 99271 863216
SEARCH QUS 891,3 44605 442018
ADD VNO 300,2 84842 871719
ADD OLQ 403,9 97810 883475
REMOVE DTX 598,6 44841 848449
ADD HJW 836,6 53625 740473
ADD XJE 802,7 82018 545038
SEARCH ESR 539,7 76889 458929
UPDATE DYR TQN 2,0 98991 332542
SEARCH LFF 551,9 35454 827574
ADD GGY 366,2 13219 214119
UPDATE SSH VSI 90,4 92472 104510
SEARCH OQT 705,6 24357 277401
REMOVE YIM 311,6 86185 162345
ADD XVG 695,2 74484 772678
REMOVE UDG 679,9 18880 199843
REMOVE IZY 111,0 66944 184509
ADD ABZ 213,8 62426 189582
ADD EQT 251,3 68775 439879
ADD WUL 75,3 21394 556314
ADD IGS 893,2 60956 220118
ADD RQJ 549,1 82082 819443
SEARCH HHA 913,5 97541 774643
REMOVE STW 103,4 6905 946920
ADD LCH 352,3 52653 281941
REMOVE GQE 75,9 96538 135256
ADD PAO 40,1 21789 755097
ADD BVM 946,2 49311 343337
ADD RKA 286,3 16391 535186
UPDATE SKG IJN 87,3 66484 310820
ADD JMZ 423,1 49657 501420
ADD TSG 718,0 15648 152272
ADD LLD 358,7 51881 52728
REMOVE OMR 818,9 9348 256919
REMOVE FOE 359,7 8315 252163
UPDATE NHX XVX 27,9 64794 827760
ADD RBX 166,6 30636 466935
REMOVE MUS 941,4 31258 5062
ADD KBQ 952,4 29212 327440
ADD TEX 397,3 51414 496135
UPDATE GVV TLJ 71,8 97771 344680
REMOVE QGT 858,5 27323 317738
SEARCH KHV 690,8 4997 163035
REMOVE ZSY 603,3 99462 500410
ADD GLO 876,3 64302 92852
SEARCH KAM 470,6 65772 839975
REMOVE WMT 22,2 72220 958558
ADD NTC 239,0 23928 656486
SEARCH MSN 107,0 67776 38856
ADD BAR 441,0 23984 937700
ADD TNM 356,9 74743 385779
UPDATE YNH AYC 55,0 13147 356114
SEARCH BIJ 185,9 13938 446928
SEARCH LOD 439,9 74168 661261
ADD ZRJ 801,8 84877 959229
SEARCH EQM 576,5 91458 696573
UPDATE KMO FBF 44,3 24927 238245
ADD VQB 397,8 4832 230030
REMOVE CTC 8,3 5351 112594
SEARCH SPS 867,2 5830 188528
REMOVE ERZ 388,7 23256 605887
SEARCH BSS 560,9 8539 736178
UPDATE VRQ LMY 49,1 56767 643870
ADD KLE 663,3 76990 991342
REMOVE AVM 393,2 20281 553098
REMOVE LPM 251,1 38570 590867
REMOVE BXU 387,1 37918 887511
ADD EUD 681,3 67452 6199
SEARCH UEI 659,2 35089 428299
ADD DCB 931,1 2160 823261
ADD URL 421,1 43939 639182
ADD MID 136,2 27085 730902
UPDATE NUU OWW 0,9 72525 71673
REMOVE GZU 317,2 60499 627450
ADD GGJ 883,4 97118 118463
REMOVE VLH 71,1 66288 914651
ADD USD 542,2 47696 125719
SEARCH KDX 17,5 81834 424483
SEARCH GGD 916,8 46037 701575
UPDATE PYY SZD 52,7 8454 159481
SEARCH SOM 488,9 46699 885531
ADD SKI 863,5 82293 336559
UPDATE IMJ OIN 37,7 82190 7335
ADD EEU 500,2 83571 770597
REMOVE DUX 489,8 23541 810338
ADD IVI 502,2 29531 541115
ADD JFY 718,1 16841 442986
ADD YFA 105,5 57738 116044
UPDATE ZWB RNC 30,0 71659 942126
REMOVE TZB 786,7 60541 284785
REMOVE MSZ 747,3 48470 660850
ADD RQT 833,2 75090 896776
ADD OZH 562,3 12682 697921
UPDATE VFG ARL 53,9 82833 385057
UPDATE UBB IVK 77,0 38367 382740
ADD TEY 921,0 44250 702706
ADD QYB 890,1 82497 406848
REMOVE WQG 635,2 45659 790869
REMOVE NAC 729,6 39138 318317
SEARCH XVV 412,0 1612 494013
REMOVE XDS 647,3 48337 214455
UPDATE IWR EVY 9,7 83073 339814
SEARCH JAP 45,4 20546 742700
ADD QSC 169,9 79379 662545
SEARCH CTV 711,9 99819 512099
REMOVE QOB 887,6 90659 819010
ADD UKB 26,3 22197 810549
UPDATE VUW UVY 90,0 35560 956375
ADD VTV 597,5 10296 814611
ADD NLH 326,1 81994 289680
ADD YSL 631,7 48838 307982
UPDATE MBS DTQ 35,5 52717 863960
ADD WFL 118,0 33673 404689
REMOVE TRG 655,7 58260 345511
UPDATE YLL KXJ 5,8 59302 435378
ADD IPZ 928,8 57507 256353
REMOVE ANI 241,9 13817 304949
REMOVE WVY 753,6 21954 382527
ADD CDF 712,1 19353 597331
REMOVE NRF 598,2 27856 271311
ADD ZLK 491,6 36569 490561
ADD PBN 384,0 34517 580339
ADD DWU 571,9 80232 104748
REMOVE BTB 773,8 28914 43735
SEARCH WEJ 939,2 35133 338028
ADD BMF 424,4 22668 261730
REMOVE XZH 374,6 91424 122717
ADD GVP 856,5 10671 54466
UPDATE IVL WGG 38,9 90963 710753
ADD WBI 908,0 35568 184330
REMOVE JBT 401,1 32618 957215
ADD DMY 992,4 60162 545317
REMOVE HGB 230,9 45614 185134
REMOVE WZZ 386,6 48004 494724
ADD FRV 506,5 13719 636292
UPDATE GHO WKS 11,9 49235 113541
ADD HCN 718,2 58001 512456
SEARCH SWV 596,9 33178 255404
ADD JXL 722,7 5394 445957
REMOVE UIT 56,8 92977 925637
UPDATE RML LCM 71,2 81424 732277
REMOVE KQK 270,7 22613 345842
UPDATE ZTG GMK 8,6 51244 864034
REMOVE CUM 837,6 36894 802367
ADD VVQ 775,0 43377 968187
REMOVE YWJ 500,7 20988 1287
ADD KIK 374,8 99322 936288
REMOVE BQI 879,7 59903 515864
ADD OHZ 23,8 53162 104665
ADD DVH 698,7 84564 809228
REMOVE MEP 259,7 49987 265552
REMOVE JXD 182,8 97607 206100
ADD GYQ 693,9 55714 620663
ADD OKU 894,3 32884 69188
ADD GLA 829,7 78592 560682
ADD EGK 638,3 23426 11144
ADD ESB 862,7 531 706847
UPDATE MES ZEE 68,2 85803 417528
REMOVE DQA 299,9 57581 292620
SEARCH ELV 320,6 30815 450593
ADD XCL 894,2 10423 904817
UPDATE MSQ THY 60,1 91408 21295
UPDATE CYF JHZ 1,5 70213 777675
ADD FQE 209,2 59148 930431
ADD OGM 469,9 67673 27269
ADD HAP 997,7 49189 164478
ADD IUM 668,4 47219 263180
ADD ZCF 887,5 39748 946693
REMOVE YEZ 830,6 71174 989851
ADD RDO 405,7 28256 950423
ADD FRE 701,6 95476 325416
ADD JXL 229,2 37312 379341
SEARCH DOK 428,5 59176 227087
UPDATE SBL HEN 31,0 20685 592928
ADD BOK 116,3 74283 436746
ADD DZZ 69,4 50406 662156
ADD DSJ 98,6 24128 525528
ADD NBI 779,1 8212 385660
UPDATE WSN ENO 68,9 80672 254948
ADD DJW 118,1 39655 205134
REMOVE TIH 468,2 62565 669831
ADD RTG 584,9 32157 143792
ADD JXF 527,1 17139 383054
REMOVE ZUA 7,3 33356 928164
ADD RBS 938,0 26839 578569
REMOVE DRK 548,5 6366 557930
REMOVE UHL 45,1 78449 159510
ADD EPS 534,3 93433 351062
SEARCH MWG 231,8 22718 100201
ADD LLC 136,6 13306 807946
REMOVE AQZ 922,2 51533 9960
ADD CBP 62,1 85433 583526
ADD CFR 18,4 24891 638644
UPDATE ODL MCO 99,9 88150 869134
REMOVE LKJ 797,6 91987 209020
REMOVE AQN 608,6 84766 847172
REMOVE BHF 969,2 35885 39747
REMOVE KJH 792,9 46660 608041
UPDATE WVM ILE 68,1 68321 361010
ADD BLW 56,5 12532 640911
REMOVE OMH 744,8 87942 240690
ADD GTS 377,1 77433 537241
ADD OTY 95,2 12046 737741
ADD OFL 339,9 2625 909887
REMOVE NNB 146,8 3548 836376
ADD YIC 154,2 42377 155936
REMOVE OGG 344,1 16429 243560
ADD HYJ 876,0 26179 722760
ADD QZR 876,7 32468 75427
REMOVE NWL 423,2 72865 280799
REMOVE BWB 351,1 55055 994063
REMOVE TBR 28,0 24271 277161
REMOVE EEB 78,3 45449 148260
REMOVE NZV 708,0 95408 256179
REMOVE RSG 315,3 55443 606345
REMOVE TPK 372,6 6435 965371
ADD XSP 818,0 63628 566502
UPDATE UHN VGQ 88,4 77880 354662
SEARCH GVA 474,4 55884 35082
ADD JMZ 492,7 63326 882769
REMOVE HSZ 847,9 44432 60787
REMOVE RIX 142,3 77640 617181
REMOVE MXB 710,4 57968 554839
ADD BMN 67,3 90557 902663
ADD ABT 871,0 36679 484913
UPDATE DOU JTQ 22,0 7194 594197
REMOVE VVY 280,0 71247 100858
ADD SXE 937,2 47986 537033
ADD MPA 523,2 66919 412209
REMOVE WON 839,6 50077 557385
SEARCH ABU 639,7 38631 150616
ADD ADM 518,2 66104 290522
ADD QIH 730,1 34366 942749
ADD MSQ 164,8 83592 668782
UPDATE NAU NQG 68,9 70078 804966
ADD ZSE 391,1 258 4085
ADD PUJ 621,4 97199 686870
UPDATE RRC BGN 26,8 973 689354
UPDATE NEP SCN 5,0 54632 341303
SEARCH GXA 793,4 77758 668464
SEARCH XYK 221,2 18297 398172
ADD VAB 693,4 94512 57627
REMOVE LSB 662,0 43514 372301
REMOVE YIG 201,7 2223 56663
ADD UIK 827,6 25782 874903
REMOVE SGG 630,8 91937 57230
REMOVE TRA 135,8 68279 131137
ADD OLH 651,0 36195 657486
REMOVE QIY 134,7 49764 703148
SEARCH JIQ 444,4 19454 368546
REMOVE MWG 3,7 82538 688502
REMOVE EPY 252,7 49762 619226
ADD THO 722,4 1183 876420
REMOVE GIS 798,4 3807 860610
REMOVE YLG 311,0 18448 704031
ADD NNT 642,9 48741 898925
ADD MZI 173,6 35220 654968
ADD CQO 166,4 7961 69615
ADD JGR 224,2 79166 718306
REMOVE IZA 382,4 95936 750666
SEARCH JNQ 440,2 48685 490588
ADD EHC 517,5 98755 945349
ADD JDE 157,6 53183 599135
REMOVE XJL 223,8 64555 143046
REMOVE ZMA 480,4 10322 70646
SEARCH FMX 396,5 41480 494318
ADD JSF 929,7 99186 613217
REMOVE BBL 10,8 43250 68403
REMOVE PWD 992,0 84055 148195
SEARCH OMF 792,5 74523 856797
ADD ZBL 751,5 45513 274953
UPDATE ADT LPE 85,1 74117 509229
ADD ITW 497,8 74675 357261
REMOVE HAZ 44,4 37002 375869
UPDATE SIU LFW 64,1 92519 392257
REMOVE OME 225,4 92060 528953
ADD PHK 633,4 68371 169833
ADD TWS 674,1 61948 203534
SEARCH MPK 112,3 18231 972066
ADD CGZ 773,5 30049 409044
REMOVE LUZ 829,6 4436 254762
ADD MHO 247,1 8752 342630
REMOVE IEO 364,1 33086 869971
SEARCH VYU 254,4 58398 217218
ADD FOM 763,2 9242 5024
ADD UDS 371,0 34676 24505
ADD PSA 766,9 59414 701519
ADD KYB 863,0 81343 807864
REMOVE BGS 189,0 39937 580346
REMOVE TTJ 358,9 5577 784146
ADD QHJ 255,4 84590 807482
REMOVE XNY 574,2 39 783283
REMOVE HCX 522,3 13332 132052
REMOVE OTC 705,7 99986 354323
REMOVE WXF 688,2 21542 693439
REMOVE TUZ 721,8 6902 267061
ADD FKF 924,6 49049 612102
REMOVE PTK 334,8 13464 98838
REMOVE SYI 733,7 26407 485899
REMOVE JZV 610,8 15161 793662
ADD PZM 179,7 56297 350327
ADD HXJ 149,4 48565 766
REMOVE CUD 255,8 87142 420239
ADD OXK 620,9 7653 205740
REMOVE DTW 181,7 8612 708610
REMOVE NIT 289,0 30368 50846
SEARCH CKI 345,0 61851 64239
REMOVE QCR 435,4 35894 271970
SEARCH RAS 107,7 36130 137355
ADD LKI 377,1 17321 655527
ADD GVC 723,5 76129 575692
ADD HIJ 870,0 38036 715741
SEARCH TQG 505,5 65858 382450
REMOVE HUK 84,2 47547 114890
REMOVE MWC 231,2 84944 793568
REMOVE JQR 266,8 72555 478834
ADD RTD 590,1 56909 420018
ADD YTD 527,6 71800 307563
REMOVE SXX 499,4 66379 369421
UPDATE GSS XKO 92,3 38542 140920
UPDATE RBC DCY 80,4 71018 420004
SEARCH CNJ 919,0 299 215048
ADD WNQ 108,2 23769 766066
ADD HZX 194,9 8904 878780
ADD KUG 213,4 54629 116750
REMOVE HIK 748,8 73269 486761
UPDATE NSK VPM 7,6 41436 533547
REMOVE ERV 166,9 16228 386833
ADD FZT 433,9 47071 153375
REMOVE ZSK 630,2 14934 31747
ADD DPZ 23,0 42345 362323
REMOVE CFK 704,1 86666 988922
ADD FTR 74,0 89835 327757
UPDATE TFX XOS 85,2 18840 342140
REMOVE CQE 278,6 51380 755357
UPDATE JUH JDS 79,6 72427 151117
REMOVE JKC 911,6 46174 755547
REMOVE XXN 453,6 36406 503142
ADD BNZ 842,2 34588 342907
SEARCH ATP 495,1 27548 650594
ADD UQB 284,6 13104 241855
REMOVE LPC 152,8 36813 635362
ADD WNC 12,1 83890 738857
REMOVE UIZ 441,6 95927 95389
REMOVE YMW 680,5 81135 504458
SEARCH MAV 114,4 92092 558651
UPDATE WSG YYE 79,3 62525 946709
ADD MQJ 440,2 86726 133468
ADD MED 810,4 23145 207671
UPDATE QZM CJU 59,8 1919 938007
ADD UVF 808,1 68559 574775
ADD CTK 206,7 68520 324948
ADD QPQ 507,0 55765 983102
REMOVE DQI 63,8 90974 99238
ADD WFK 236,9 99859 169129
ADD CNZ 813,7 55290 725560
ADD KOE 127,7 22430 644190
UPDATE DXE MVN 65,1 35214 769608
REMOVE RBS 434,1 14714 701719
SEARCH MTB 562,0 25489 731479
ADD ZDT 318,1 45991 486568
REMOVE VXU 11,3 20182 930306
REMOVE EKR 279,5 8133 602825
ADD XVR 603,7 45028 273302
REMOVE UVE 109,6 65668 15685
REMOVE JGS 545,7 28968 46779
ADD FGC 507,0 43113 677772
ADD WUR 683,7 16017 231622
SEARCH GMI 422,4 23093 265364
ADD GIF 88,8 69831 766034
ADD XKU 24,7 15324 571115
REMOVE IIK 581,2 33014 242103
ADD UTO 241,7 56042 798443
REMOVE BHL 995,7 85157 527108
REMOVE REH 892,6 15675 630446
SEARCH SSV 507,8 86809 807581
ADD ZAD 614,3 99526 793899
REMOVE QDZ 445,5 82953 299388
SEARCH LEO 910,8 23644 149838
REMOVE ITD 0,1 46807 163829
REMOVE QFZ 60,5 95284 62613
ADD KGY 495,0 70395 159781
REMOVE JGR 283,2 66850 828610
SEARCH FVL 80,3 95554 964716
ADD LLI 478,6 13866 386562
UPDATE GMP LXT 36,8 35424 420554
ADD JSN 378,7 1140 297312
REMOVE UYE 928,7 40057 483048
ADD YOJ 83,0 35425 737061
ADD AUG 232,2 53952 812999
REMOVE PEY 296,0 86667 71456
REMOVE LML 291,7 62595 174169
ADD OQP 929,9 39743 193895
ADD QTZ 423,8 44518 166409
REMOVE HOQ 125,4 34007 669720
UPDATE LIO CJO 97,4 30385 953743
REMOVE IWJ 589,1 17413 507204
ADD IVV 59,4 95818 826072
SEARCH TWG 103,3 33519 18995
REMOVE HQJ 936,0 50344 672582
ADD NSC 796,0 12424 766971
ADD QUZ 159,8 28991 877945
UPDATE VCQ ZRK 93,1 6909 116091
REMOVE WZG 432,8 5305 294523
REMOVE AJE 960,1 95033 532242
ADD XTR 725,6 62751 795092
REMOVE KCP 507,9 46446 861222
REMOVE IML 520,8 41618 945281
REMOVE IAH 619,2 3736 845704
REMOVE EZP 636,9 89476 612588
ADD GFI 861,4 23496 967818
UPDATE DTT ZRK 17,9 32713 110553
REMOVE UEA 175,5 96087 135916
REMOVE UGS 48,3 74447 642154
ADD YLA 285,5 97439 334692
REMOVE VTZ 614,7 56302 434684
SEARCH PJS 356,9 57876 454895
ADD OVC 431,9 92574 96363
ADD YME 979,1 43707 314714
ADD EET 241,8 87111 265195
UPDATE HNC AUF 47,6 63884 559541
REMOVE SBW 315,5 90843 361685
REMOVE KPQ 410,8 50851 698623
ADD ZVV 692,8 17763 379955
UPDATE CPO CPG 100,0 77360 102866
REMOVE WZH 843,2 15001 125757
ADD NZD 289,6 53893 797470
ADD VLE 706,1 88875 863953
SEARCH YPL 462,7 22591 643617
UPDATE OMT DHH 43,4 98356 293017
REMOVE FFN 322,5 22311 17767
REMOVE TRD 333,4 20926 397514
UPDATE YFX BCU 41,6 77466 359732
UPDATE GBX YWT 7,5 17586 429108
REMOVE HAS 787,9 72856 83913
REMOVE ZJC 926,6 67568 333666
ADD IGE 464,3 23647 792679
ADD XLL 849,3 48999 36634
ADD TTW 234,2 89792 72502
ADD ILR 980,6 29406 210981
ADD TLU 532,3 52510 741130
SEARCH JJU 756,1 17213 295166
SEARCH GIN 175,0 69436 283345
UPDATE JRJ IQB 2,9 15940 379218
REMOVE GQF 276,3 76996 284617
REMOVE ZLS 359,9 55218 431092
UPDATE PEC VCT 61,2 80005 393777
SEARCH QTV 945,3 27128 632797
ADD SQM 655,2 11058 767106
SEARCH ZSI 596,2 81978 993432
REMOVE EXM 416,6 42986 170564
REMOVE KBO 611,1 9967 927949
UPDATE RET MRF 42,5 90169 735827
REMOVE DPA 741,3 79526 644626
ADD ICF 636,5 5699 590279
REMOVE GDK 304,3 6447 992748
SEARCH NBT 890,2 40279 935156
UPDATE CQZ OXA 92,9 31768 769024
